dstag,delta,gamma_e,Ma_edge,p_exi,T_ratio,delta,gam0,Ma,R0,rho1,u1,p1,Ma_e,p_exi,a2_e,res2,cvg,niter
3.19945813915967,0.0512235012025187,1.40802945791554,0.898581154878258,-0.0101917832088986,4.26191287506515,1,1.40802945791554,4.40793616973877,509.576052027557,1,-0.420852074700651,1,0.898581154876071,-0.0101917832086831,4.26191287506563,2.1280878348687e-11,3,27
3.10585923586313,0.0503616577862046,1.40805366367592,0.874907731035163,-0.0105731275741183,4.25104254577597,1,1.40805366367592,4.38045948678297,403.269032841077,1,-0.411810428841457,1,0.874907731033026,-0.0105731275747349,4.25104254577598,5.83702897128387e-11,3,24
3.00628358478505,0.0492305165249237,1.40807909263206,0.849001564975298,-0.010830296722694,4.24008641984585,1,1.40807909263206,4.35155098305167,330.719780195602,1,-0.401754606876015,1,0.849001564854139,-0.0108302967219541,4.24008641987949,1.58415382216696e-10,3,23
2.90518608293315,0.0485889848987559,1.40812426173766,0.822196402396975,-0.0108400331056012,4.22953875190186,1,1.40812426173766,4.32267104561893,284.737612460728,1,-0.391183776203291,1,0.822196402324411,-0.0108400331053889,4.2295387519193,9.04958567848334e-11,3,22
2.80408784028128,0.0481163348289906,1.40817694451475,0.795179403512627,-0.0110403711070482,4.21976800322754,1,1.40817694451475,4.29471549197788,246.346928334164,1,-0.380354292042448,1,0.795179403498161,-0.0110403711070017,4.21976800323161,1.86975221943958e-11,3,20
2.7029893816656,0.0475892979262849,1.40823451139973,0.768170515689662,-0.0113148850447507,4.21123977687508,1,1.40823451139973,4.26818177030395,215.610789012328,1,-0.369348023216124,1,0.768170515688404,-0.0113148850447747,4.21123977687512,2.6818127303009e-12,3,18
2.60189119289686,0.0470894124138484,1.40829561183873,0.74099081479082,-0.011571158658678,4.20354559204474,1,1.40829561183873,4.24268521378475,191.657536846228,1,-0.358095544203932,1,0.740990814780299,-0.0115711586587103,4.20354559204664,1.44769390623664e-11,3,17
2.50079333045704,0.0465256786472017,1.40835953700466,0.713944558274654,-0.0118925376493199,4.19607285372368,1,1.40835953700466,4.21806964782694,171.511731283318,1,-0.346732611218719,1,0.713944558274326,-0.0118925376493281,4.19607285372369,8.28953896167378e-13,3,18
2.39969588330165,0.0459338093173957,1.40842562978072,0.686957012257639,-0.0122853930561962,4.18859440380089,1,1.40842562978072,4.1941385854287,154.141394237021,1,-0.335233479742458,1,0.686957012255719,-0.0122853930563668,4.18859440380091,1.41675590340776e-11,3,17
2.2985980999688,0.0453871993700074,1.40849291507884,0.659703649560765,-0.0126948924004777,4.18169271806117,1,1.40849291507884,4.17105700797648,139.47627399769,1,-0.323451929194303,1,0.659703649322918,-0.0126948924297856,4.18169271806526,2.33661834606502e-09,3,17
2.19749996711272,0.0448598303120972,1.40856011493901,0.632302288270884,-0.0131598611992994,4.17481410009113,1,1.40856011493901,4.14857794926654,126.612101547994,1,-0.311444154066761,1,0.632302285741416,-0.0131598612545035,4.17481410081136,5.79914229394178e-09,3,18
2.09640177975877,0.0443425243428931,1.4086264139082,0.60480443623718,-0.0136903045645956,4.16773846259702,1,1.4086264139082,4.12661493446833,115.178546867978,1,-0.299235716894117,1,0.604804436236016,-0.0136903045648119,4.16773846259702,1.59156105915292e-11,3,20
1.9953036989241,0.0438498344531514,1.40869147439461,0.577049444071354,-0.0142174273397748,4.16110723779933,1,1.40869147439461,4.10549894920463,105.454124238059,1,-0.286747960270354,1,0.577049444071322,-0.0142174273397772,4.16110723779933,1.78144218725548e-13,3,20
1.89420586457448,0.0433715959433724,1.40875530640554,0.549272177168697,-0.0147553136194651,4.1541354238844,1,1.40875530640554,4.08488843976105,97.0575636479171,1,-0.274096687685106,1,0.549272177168239,-0.0147553136194787,4.15413542388452,1.24460867083483e-12,3,20
1.79310835476894,0.0428964757580983,1.40881842997077,0.521444810347493,-0.0152749373058733,4.14827009490219,1,1.40881842997077,4.06569487390589,89.9191907224119,1,-0.261258736180208,1,0.521444810347402,-0.015274937305876,4.14827009490225,2.48142301811272e-13,3,21
1.69201084496332,0.0424283307611799,1.40888083772949,0.493730797296486,-0.0158205970210682,4.1429824977803,1,1.40888083772949,4.04767420976365,83.5878816382276,1,-0.248320966919636,1,0.493730795207381,-0.0158205971631634,4.14298250643458,1.01458050733043e-08,3,20
1.59091301061371,0.0419504286510321,1.40894246307914,0.466119850897705,-0.0164201395933485,4.13799943900707,1,1.40894246307914,4.03064531757046,77.8089975161876,1,-0.235288074443095,1,0.46611985079629,-0.0164201395964622,4.13799943945615,3.08340755783117e-10,3,20
1.48981492977903,0.041459564520538,1.40900298407685,0.438622030239511,-0.0171054862870504,4.1334874468324,1,1.40900298407685,4.01471738210014,72.390611536146,1,-0.222170562378085,1,0.438622030151448,-0.0171054862896497,4.13348744743987,2.91543668298915e-10,3,21
1.38871674242509,0.0409587907937094,1.40906170368494,0.411204144667394,-0.017931635525217,4.12911756692608,1,1.40906170368494,3.99966786596366,67.1189459892032,1,-0.208962513748151,1,0.411204144563912,-0.0179316355278423,4.12911756796335,3.84538555690547e-10,3,21
1.28761860956901,0.0404668506197087,1.40911784207514,0.383911326999693,-0.0189720659570379,4.12544365088219,1,1.40911784207514,3.98586758681056,61.8234915291252,1,-0.195689184824788,1,0.383911326989451,-0.0189720659575288,4.1254436509552,4.11660730457854e-11,3,22
1.18652082623616,0.0399821417557573,1.40917127124908,0.356673465048688,-0.0202783088695449,4.12173825150144,1,1.40917127124908,3.97282633883567,56.5042738409141,1,-0.182329670029325,1,0.356673465033663,-0.0202783088700703,4.12173825168592,6.6701268677506e-11,3,21
1.08542337908076,0.0394439003870411,1.40922147420591,0.329145477947485,-0.0218627948669397,4.117443873646,1,1.40922147420591,3.96007752287705,51.2995436488806,1,-0.168722528695524,1,0.329145477945317,-0.021862794867089,4.11744387366562,1.06162136037077e-11,3,21
0.984325516640942,0.038915830636841,1.40926817855057,0.30155122032278,-0.023850353644973,4.1125933915687,1,1.40926817855057,3.94774352598265,46.1242981386578,1,-0.154983103461198,1,0.301551220318219,-0.0238503536451644,4.11259339164423,2.51091201272964e-11,3,22
0.883227327872201,0.0383002385852888,1.40931083650639,0.273500496135618,-0.0262413153567596,4.10723000671068,1,1.40931083650639,3.93575307234302,41.1908405610934,1,-0.140919480382978,1,0.273500496134705,-0.0262413153568286,4.10723000672373,5.30649002982205e-12,3,23
0.782128869256519,0.0376213062261158,1.40934969499023,0.245141880731296,-0.0292862081807882,4.10109911084092,1,1.40934969499023,3.92402660821839,36.330696242998,1,-0.126612078014551,1,0.245141880727654,-0.0292862081809045,4.10109911092619,2.58605313890582e-11,3,23
0.681030626604654,0.037019894872499,1.40938389475683,0.216652391318645,-0.033207371957848,4.09337294644076,1,1.40938389475683,3.91211727809053,31.5984572734081,1,-0.112159934538176,1,0.216652391317576,-0.0332073719579,4.09337294646736,8.30953063666965e-12,3,25
0.579933124752755,0.0362441022778852,1.40941395945078,0.187357870880014,-0.0389271855294091,4.08301416127416,1,1.40941395945078,3.8992497665889,26.6249201979699,1,-0.0972309889955509,1,0.187357870879508,-0.0389271855294389,4.0830141612875,4.30702338339518e-12,3,25
0.480357473674671,0.0360546628166009,1.40943867032696,0.158692001769466,-0.047537526508757,4.07257159034864,1,1.40943867032696,3.88734907995774,21.5806481225229,1,-0.0825618559712669,1,0.158692001765727,-0.0475375265088287,4.07257159048714,4.139584471567e-11,3,28
0.386758570378131,0.035526719054842,1.40945818684775,0.130050332120913,-0.0598298434220884,4.06234041172345,1,1.40945818684775,3.87646194981957,17.0026285078318,1,-0.0678542036593458,1,0.130050332118719,-0.0598298434221274,4.06234041182168,2.94917517831047e-11,3,30
0.298902589338718,0.0350854051507273,1.40947293653004,0.102296483600134,-0.0778779947194611,4.05153526580716,1,1.40947293653004,3.86617996369548,12.9772049594531,1,-0.0535763803661078,1,0.102296483599125,-0.0778779947194719,4.05153526586352,1.70505876090073e-11,3,36
0.216547449527409,0.0344446209643836,1.40948360209059,0.0745403362187114,-0.109401505110346,4.04079772284605,1,1.40948360209059,0.0785095231219843,9.19232010821266,1,-0.957662696318187,1,0.074299403315957,-0.109397529276503,1.00011820818003,0.752501802194293,3,9
0.139445805808833,0.0337669941489482,1.4094907750622,0.0471068973145932,-0.172600174962923,4.03080787014972,1,1.4094907750622,0.0496123211832493,5.8070280086231,1,-0.974785136981651,1,0.0469660210513295,-0.172597133708858,1.0000389168873,0.75190706772488,3,10
0.0673467041773232,0.0333112263212117,1.40949490700173,0.0206255334359222,-0.322114140052264,4.02213169052502,1,1.40949490700173,3.84215798048994,3.10594788336224,1,-0.0118823963582363,1,0.0206255334358104,-0.322114140051565,4.02213169055252,8.99054281225175e-12,3,32
-0,0.0327468927885077,1.40949658583075,0.00544292059542116,-3.51060478414359,4.0150322591695,1,1.40949658583075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
-0.0628430909036801,0.0324074357253163,1.40949608780564,0.0300734991458416,-0.39128487154053,4.00816563100248,1,1.40949608780564,3.83356425459624,2.55835008505561,1,-0.018106599954912,1,0.030073499145442,-0.391284871537962,4.0081656310708,2.25874706118526e-11,3,54
-0.121427733507534,0.0318943825484194,1.40949373943626,0.0541360529927624,-0.201932038128172,4.00075465977931,1,1.40949373943626,0.0570085876484249,4.96734461932087,1,-0.985184070553619,1,0.0539718804791541,-0.201926846502759,1.00004480348876,0.750042089774138,3,10
-0.175993953752996,0.0315082194976982,1.40948961082871,0.0768811729161966,-0.143762174406014,3.99183267396435,1,1.40948961082871,0.0809588870401227,6.99816203718412,1,-0.965995710763337,1,0.0766318928289865,-0.143756099854622,1.00011492262828,0.749466723296069,3,9
-0.226774740713419,0.0309006882762723,1.40948455091185,0.0994655728850365,-0.11274893621616,3.98079659554546,1,1.40948455091185,3.82081780219051,8.95900257625152,1,-0.05259037227469,1,0.0994655728828684,-0.112748936216119,3.98079659566662,3.74382324107868e-11,3,36
-0.273996551361098,0.0302364421784924,1.4094793324704,0.121737769231512,-0.0958052081159303,3.9669976109162,1,1.4094793324704,3.81456118860083,10.5962823239061,1,-0.064134524404901,1,0.121737769227862,-0.0958052081159511,3.96699761108189,5.14171637301674e-11,3,32
-0.317877354723778,0.0296938322024435,1.40947509648675,0.143564072817206,-0.0872160180896269,3.95058233207482,1,1.40947509648675,3.80703991383529,11.7088713420713,1,-0.0755055303248825,1,0.143564072812817,-0.0872160180897016,3.9505823322429,5.23967833937373e-11,3,28
-0.358625677895339,0.0290589665694933,1.40947288329088,0.165601210278575,-0.0819269400309499,3.93134752307625,1,1.40947288329088,3.79817855090785,12.5524163972814,1,-0.0870052740584358,1,0.165601210277711,-0.081926940030998,3.9313475231036,8.71770942898396e-12,3,24
-0.396442145194522,0.0279431276564525,1.40947411053767,0.189012675368662,-0.0765967104123026,3.90972351342495,1,1.40947411053767,3.78846169507404,13.5418214210123,1,-0.099198935530422,1,0.189012675351477,-0.0765967104127238,3.909723513909,1.53705502151093e-10,3,22
-0.431517185469305,0.0270372947702292,1.40948122784338,0.211972198419914,-0.0750176075438679,3.88571897769844,1,1.40948122784338,3.77756554623469,13.9607078102877,1,-0.111193111429232,1,0.211972198417171,-0.0750176075440176,3.8857189777668,2.19288010786342e-11,3,23
-0.464032327686762,0.0264919683835782,1.4094954447208,0.23489666492711,-0.0764003835022284,3.86021815154532,1,1.4094954447208,3.76610901145172,13.8575304699386,1,-0.12320037435754,1,0.234896664913248,-0.0764003835027905,3.86021815185198,9.92337806023196e-11,3,23
-0.494159387195216,0.0258149435299483,1.40951892253173,0.259854050070865,-0.0778836386142802,3.83137159979676,1,1.40951892253173,3.75338077752578,13.7746933909379,1,-0.136254306116357,1,0.259854050067702,-0.0778836386145496,3.83137159985649,2.00783761230413e-11,3,24
-0.522061220074652,0.0248918870557864,1.40955561462925,0.287699576488236,-0.0792126399875244,3.79990172686669,1,1.40955561462925,3.74019483148432,13.7700175727807,1,-0.150771611968394,1,0.287699576470951,-0.0792126399885919,3.79990172715849,9.84268820992701e-11,3,23
-0.547890927181313,0.0242841658874237,1.40961082964018,0.316407370837904,-0.0834470451263528,3.76440926441521,1,1.40961082964018,3.72514783185344,13.3251944322487,1,-0.165778243537915,1,0.316407370832465,-0.0834470451269892,3.76440926448782,2.69385893620159e-11,3,22
-0.571793007781747,0.0236814015172534,1.40969080574555,0.347787575207355,-0.0891823430958451,3.7199291691044,1,1.40969080574555,3.70549181939332,12.766663341591,1,-0.18221191514514,1,0.347787575169231,-0.0891823430993321,3.71992916956588,1.70101294733502e-10,3,22
-0.593903336645341,0.0226977038719499,1.4098104536888,0.382612486388944,-0.095023446053763,3.64799239455554,1,1.4098104536888,3.66886279733578,12.3424139899323,1,-0.200605534535588,1,0.382612486082038,-0.0950234460963976,3.64799239752866,1.2283942192591e-09,3,21
-0.614349221035578,0.0215829534994773,1.40998154293905,0.421906940279728,-0.101010869464995,3.48729994520408,1,1.40998154293905,3.57193812309242,12.0617378020733,1,-0.222258742618329,1,0.421906940067958,-0.101010869503148,3.4872999465288,7.34103463904962e-10,3,21
